id,class_tree,name,planet,res_weight_rating,res_quality,res_quality_rating,res_decay_resist,res_decay_resist_rating,res_flavor,res_flavor_rating,res_potential_energy,res_potential_energy_rating,res_malleability,res_malleability_rating,res_toughness,res_toughness_rating,res_shock_resistance,res_shock_resistance_rating,res_cold_resist,res_cold_resist_rating,res_heat_resist,res_heat_resist_rating,res_conductivity,res_conductivity_rating,entangle_resistance,entangle_resistance_rating,is_active,date_reported,date_inactive,last_modified,server_id,notes,reporter_id,last_updated_by,waypoints
635,1.2.276.484.485.487.494,Snahagla,{Rori},0.396,107,0.107,14,0.018,,,,,431,0.539,634,0.792,368,0.526,,,,,,,,,TRUE,2026-01-14 00:29:50.389585+00,,,cuemu,,6.17819E+17,,
636,1.2.3.180.222.250.259,Sohatheo,{Tatooine},0.214,123,0.123,12,0.012,,,,,148,0.148,101,0.101,685,0.685,,,,,,,,,TRUE,2026-01-14 00:53:32.850565+00,,,cuemu,,1.5035E+17,,
637,1.2.3.4.5.7.9,Viwoki,{Dantooine},0.582,743,0.743,690,0.69,326,0.466,428,0.428,,,,,,,,,,,,,,,TRUE,2026-01-14 05:08:36.80815+00,,,cuemu,,2.22847E+17,,
638,1.2.3.180.222.237.246,Fari,{Tatooine},0.485,566,0.566,800,0.8,,,,,500,0.5,248,0.248,312,0.312,,,,,,,,,TRUE,2026-01-14 05:25:06.188244+00,,,cuemu,,2.22847E+17,,
639,1.2.3.180.222.224.233,Prasoori,{Tatooine},0.44,544,0.544,70,0.07,,,,,901,0.901,274,0.274,410,0.41,,,,,,,,,TRUE,2026-01-14 05:26:31.861776+00,,,cuemu,,2.22847E+17,,
640,1.2.3.4.33.48.52,Dwatu,{Endor},0.315,374,0.374,84,0.084,39,0.056,745,0.745,,,,,,,,,,,,,,,TRUE,2026-01-14 06:44:03.042576+00,,,cuemu,,2.22847E+17,,
641,1.2.3.180.222.250.254,Gloso,{Endor},0.535,494,0.494,597,0.597,,,,,649,0.649,574,0.574,361,0.361,,,,,,,,,TRUE,2026-01-14 06:44:39.806073+00,,,cuemu,,2.22847E+17,,
642,1.2.3.4.33.74.78,Coada,{Endor},0.525,698,0.698,200,0.2,563,0.563,639,0.639,,,,,,,,,,,,,,,TRUE,2026-01-14 06:45:47.165011+00,,,cuemu,,2.22847E+17,,
643,1.2.3.4.33.126.132,Pirje,{Naboo},0.45,697,0.697,98,0.098,256,0.256,749,0.749,,,,,,,,,,,,,,,TRUE,2026-01-14 08:28:40.872187+00,,,cuemu,,2.22847E+17,,
644,1.2.276.277.278.361.375.380,Ofe,{Lok},0.434,95,0.095,575,0.575,665,0.665,281,0.401,,,,,,,,,,,,,,,TRUE,2026-01-14 20:33:33.226015+00,,,cuemu,,1.93478E+17,,
645,1.2.276.277.278.361.362.367,Ravevo,{Lok},0.264,94,0.094,22,0.022,312,0.446,493,0.493,,,,,,,,,,,,,,,TRUE,2026-01-14 20:43:07.936163+00,,,cuemu,,1.93478E+17,,
646,1.526.557.563,Icho,{Lok},0.371,641,0.641,101,0.101,,,,,,,,,,,,,,,,,,,TRUE,2026-01-14 22:27:10.598829+00,,,cuemu,,1.93478E+17,,
647,1.526.728.729.731.739,Coopooene,{Dathomir},0.428,664,0.664,193,0.193,,,,,,,,,,,,,,,,,,,TRUE,2026-01-13 22:59:01.471184+00,,2026-01-16 04:41:36.660991+00,cuemu,,1.5035E+17,,
648,1.2.3.4.33.126.129,Apie,{Dathomir},0.277,139,0.139,261,0.261,397,0.397,310,0.31,,,,,,,,,,,,,,,TRUE,2026-01-15 05:59:53.752327+00,,,cuemu,,2.22847E+17,,
649,1.2.276.277.278.307.321.329,Dyawa,{Talus},0.36,502,0.502,275,0.275,421,0.421,169,0.241,,,,,,,,,,,,,,,TRUE,2026-01-15 07:48:54.444917+00,,,cuemu,,2.22847E+17,,
650,1.2.276.277.278.280.294.302,Eho,{Talus},0.259,365,0.365,206,0.206,423,0.423,30,0.043,,,,,,,,,,,,,,,TRUE,2026-01-15 07:51:30.942722+00,,,cuemu,,2.22847E+17,,
651,1.2.276.277.388.443.471.479,Tiwecae,{Talus},0.631,952,0.952,595,0.595,567,0.567,286,0.409,,,,,,,,,,,,,,,TRUE,2026-01-15 07:53:59.973448+00,,,cuemu,,2.22847E+17,,
652,1.2.276.277.278.361.362.370,Fobie,{Talus},0.34,141,0.141,405,0.405,28,0.04,774,0.774,,,,,,,,,,,,,,,TRUE,2026-01-15 07:56:14.141209+00,,,cuemu,,2.22847E+17,,
653,1.526.728.742.744.752,Boaroto,"{Dantooine,Dathomir,Yavin,Naboo,Lok,Tatooine,Corellia}",0.595,283,0.283,408,0.907,,,,,,,,,,,,,,,,,,,TRUE,2026-01-14 22:28:38.870363+00,,2026-01-19 01:48:32.218734+00,cuemu,,1.85879E+17,,
654,1.526.571.597.598.616.623,Vode,"{Lok,Talus}",0.782,104,0.104,716,0.841,,,,,437,0.924,767,0.879,796,0.912,557,0.884,817,0.914,315,0.799,,,TRUE,2026-01-14 19:57:39.667742+00,,2026-01-16 04:11:16.980574+00,cuemu,,1.5035E+17,,
655,1.526.527.543.547,Aheia,{Endor},0.203,1,0.001,434,0.434,,,,,5,0.005,398,0.398,177,0.177,,,,,,,,,FALSE,2026-01-13 22:58:02.179776+00,,2026-01-20 19:03:11.565208+00,cuemu,,1.85879E+17,,
656,1.2.276.277.278.334.335.343,Eba,{Talus},0.547,743,0.743,353,0.353,360,0.514,579,0.579,,,,,,,,,,,,,,,TRUE,2026-01-15 07:57:33.095614+00,,,cuemu,,2.22847E+17,,
657,1.2.276.277.388.389.417.425,Docofe,{Talus},0.399,683,0.683,279,0.279,534,0.534,101,0.101,,,,,,,,,,,,,,,TRUE,2026-01-15 07:58:29.769801+00,,,cuemu,,2.22847E+17,,
658,1.2.276.277.388.389.430.438,Ehao,{Talus},0.392,211,0.211,644,0.644,393,0.393,321,0.321,,,,,,,,,,,,,,,TRUE,2026-01-15 07:59:41.15968+00,,,cuemu,,2.22847E+17,,
659,1.526.527.543.551,Iste,{Talus},0.382,398,0.398,436,0.436,,,,,212,0.212,184,0.184,678,0.678,,,,,,,,,TRUE,2026-01-15 08:04:50.568082+00,,,cuemu,,2.22847E+17,,
660,1.759.760.801.815.824,Pivi,{Talus},0.921,500,1,,,,,506,0.843,,,,,,,,,,,,,,,TRUE,2026-01-15 08:06:04.17249+00,,,cuemu,,2.22847E+17,,
661,1.759.760.801.802.811,Iepa,{Talus},0.637,500,1,,,,,109,0.273,,,,,,,,,,,,,,,TRUE,2026-01-15 08:06:51.693614+00,,,cuemu,,2.22847E+17,,
662,1.2.276.484.485.487.488,Jafo,{Corellia},0.473,718,0.718,132,0.165,,,,,484,0.605,232,0.29,410,0.586,,,,,,,,,TRUE,2026-01-15 08:16:26.877194+00,,,cuemu,,2.22847E+17,,
663,1.2.276.277.388.389.430.431,Ega,{Corellia},0.171,105,0.105,470,0.47,101,0.101,10,0.01,,,,,,,,,,,,,,,TRUE,2026-01-15 08:17:48.137513+00,,,cuemu,,2.22847E+17,,
664,1.2.276.277.278.280.281.282,Mobo,{Corellia},0.438,206,0.206,187,0.187,469,0.67,689,0.689,,,,,,,,,,,,,,,TRUE,2026-01-15 08:20:59.160976+00,,,cuemu,,2.22847E+17,,
665,1.2.276.277.278.307.321.331,Wowo,{Yavin},0.589,434,0.434,590,0.59,351,0.351,685,0.979,,,,,,,,,,,,,,,TRUE,2026-01-15 08:36:27.933613+00,,,cuemu,,2.22847E+17,,
666,1.526.571.572.575.582,Craicisi,"{Corellia,Endor}",0.679,198,0.198,679,0.849,,,989,0.989,,,,,,,,,,,,,,,TRUE,2026-01-15 08:23:55.314863+00,,2026-01-19 02:31:12.960877+00,cuemu,,1.85879E+17,,
667,1.759.760.801.815.817,Soliic,{Corellia},0.776,500,1,,,,,332,0.553,,,,,,,,,,,,,,,TRUE,2026-01-15 08:32:19.640398+00,,2026-01-20 18:36:17.414587+00,cuemu,,1.85879E+17,,
668,1.526.557.559,Grisroaci,{Corellia},0.7,819,0.819,582,0.582,,,,,,,,,,,,,,,,,,,FALSE,2026-01-15 08:30:19.07967+00,,2026-01-20 18:50:53.408867+00,cuemu,,1.85879E+17,,
669,1.759.760.801.802.804,Waspa,{Corellia},0.54,500,1,,,,,32,0.08,,,,,,,,,,,,,,,TRUE,2026-01-15 08:29:13.372035+00,,2026-01-20 18:51:13.754122+00,cuemu,,1.85879E+17,,
670,1.2.276.484.485.487.496,Srana,{Tatooine},0.495,333,0.333,,,,,,,534,0.667,145,0.181,558,0.797,,,,,,,,,TRUE,2026-01-15 09:42:29.676221+00,,,cuemu,,2.22847E+17,,
671,1.2.276.484.485.500.513.522,Olu,{Tatooine},0.538,31,0.031,302,0.604,,,,,838,0.838,227,0.757,183,0.458,,,,,,,,,TRUE,2026-01-15 09:47:47.118103+00,,,cuemu,,2.22847E+17,,
672,1.759.760.801.815.825,Eneesis,{Tatooine},0.76,500,1,,,,,312,0.52,,,,,,,,,,,,,,,TRUE,2026-01-15 09:48:43.620833+00,,,cuemu,,2.22847E+17,,
673,1.526.557.567,Biovae,{Tatooine},0.372,689,0.689,55,0.055,,,,,,,,,,,,,,,,,,,TRUE,2026-01-15 09:50:50.374527+00,,,cuemu,,2.22847E+17,,
674,1.759.760.801.802.812,Bekopo,{Tatooine},0.883,500,1,,,,,306,0.765,,,,,,,,,,,,,,,TRUE,2026-01-15 09:51:32.892103+00,,,cuemu,,2.22847E+17,,
675,1.2.276.277.278.307.308.317,Saodea,{Tatooine},0.335,593,0.593,54,0.054,178,0.254,440,0.44,,,,,,,,,,,,,,,TRUE,2026-01-15 09:53:49.477519+00,,,cuemu,,2.22847E+17,,
676,1.526.527.543.552,Neco,{Tatooine},0.319,252,0.252,40,0.04,,,,,437,0.437,556,0.556,308,0.308,,,,,,,,,TRUE,2026-01-15 09:58:51.270231+00,,,cuemu,,2.22847E+17,,
677,1.526.557.564,Bardeu,{Naboo},0.544,625,0.625,464,0.464,,,,,,,,,,,,,,,,,,,TRUE,2026-01-15 10:06:42.279199+00,,,cuemu,,2.22847E+17,,
678,1.759.760.801.815.822,Mipelpa,{Naboo},0.707,500,1,,,,,248,0.413,,,,,,,,,,,,,,,TRUE,2026-01-15 10:07:52.870253+00,,,cuemu,,2.22847E+17,,
679,1.2.276.277.278.280.281.287,Paka,{Naboo},0.348,356,0.356,173,0.173,5,0.007,855,0.855,,,,,,,,,,,,,,,TRUE,2026-01-15 10:09:31.960982+00,,,cuemu,,2.22847E+17,,
680,1.2.276.277.278.361.362.368,Refe,{Naboo},0.272,47,0.047,682,0.682,19,0.027,330,0.33,,,,,,,,,,,,,,,TRUE,2026-01-15 10:11:00.685028+00,,,cuemu,,2.22847E+17,,
681,1.2.276.277.388.443.445.451,Kele,{Naboo},0.346,662,0.662,8,0.008,606,0.606,106,0.106,,,,,,,,,,,,,,,TRUE,2026-01-15 10:11:42.797001+00,,,cuemu,,2.22847E+17,,
682,1.759.760.801.802.809,Aobaine,{Naboo},0.525,500,1,,,,,20,0.05,,,,,,,,,,,,,,,TRUE,2026-01-15 10:13:36.823528+00,,,cuemu,,2.22847E+17,,
683,1.2.276.277.278.280.294.300,Kefo,{Naboo},0.402,370,0.37,283,0.283,694,0.694,182,0.26,,,,,,,,,,,,,,,TRUE,2026-01-15 10:14:29.560703+00,,,cuemu,,2.22847E+17,,
684,1.2.276.277.278.307.308.314,Thinto,{Naboo},0.601,563,0.563,440,0.44,572,0.817,584,0.584,,,,,,,,,,,,,,,TRUE,2026-01-15 10:17:04.920122+00,,,cuemu,,2.22847E+17,,
685,1.2.276.277.388.389.404.410,Rkanarra,{Naboo},0.434,603,0.603,303,0.303,345,0.345,485,0.485,,,,,,,,,,,,,,,TRUE,2026-01-15 10:18:22.003297+00,,,cuemu,,2.22847E+17,,
686,1.526.557.562,Thagmai,{Endor},0.584,753,0.753,415,0.415,,,,,,,,,,,,,,,,,,,TRUE,2026-01-15 10:24:46.104871+00,,,cuemu,,2.22847E+17,,
687,1.526.571.597.598.616.620,Paga,{Naboo},0.774,377,0.377,585,0.993,,,,,207,0.835,532,0.821,528,0.815,308,0.931,632,0.895,109,0.527,,,TRUE,2026-01-15 10:04:54.919601+00,,2026-01-16 09:50:05.581811+00,cuemu,,1.5035E+17,,
688,1.2.276.277.388.443.471.475,Koshe,{Endor},0.465,336,0.336,167,0.167,358,0.358,700,1,,,,,,,,,,,,,,,TRUE,2026-01-15 10:29:15.225785+00,,,cuemu,,2.22847E+17,,
689,1.2.276.484.485.500.504,Tege,{Endor},0.426,76,0.076,64,0.107,,,,,837,0.837,123,0.41,279,0.698,,,,,,,,,TRUE,2026-01-15 10:30:14.220844+00,,,cuemu,,2.22847E+17,,
690,1.2.276.277.388.389.430.434,Omoo,{Endor},0.082,88,0.088,51,0.051,43,0.043,147,0.147,,,,,,,,,,,,,,,TRUE,2026-01-15 10:34:58.940951+00,,,cuemu,,2.22847E+17,,
691,1.2.276.277.278.307.308.312,Peni,{Endor},0.495,530,0.53,71,0.071,468,0.669,711,0.711,,,,,,,,,,,,,,,TRUE,2026-01-15 10:40:40.172417+00,,,cuemu,,2.22847E+17,,
692,1.2.276.277.278.307.308.311,Ettexo,{Dathomir},0.429,407,0.407,141,0.141,247,0.353,814,0.814,,,,,,,,,,,,,,,TRUE,2026-01-15 10:58:21.364014+00,,,cuemu,,2.22847E+17,,
693,1.2.276.277.278.361.362.365,Sava,{Dathomir},0.519,268,0.268,666,0.666,110,0.157,987,0.987,,,,,,,,,,,,,,,TRUE,2026-01-15 10:59:21.218773+00,,,cuemu,,2.22847E+17,,
694,1.2.276.277.278.334.348.351,Krepa,{Dathomir},0.373,318,0.318,83,0.083,554,0.554,375,0.536,,,,,,,,,,,,,,,TRUE,2026-01-15 11:00:29.672377+00,,,cuemu,,2.22847E+17,,
695,1.2.3.4.33.61.64,Nege,{Dathomir},0.538,813,0.813,687,0.687,184,0.263,274,0.391,,,,,,,,,,,,,,,TRUE,2026-01-15 12:51:37.243641+00,,,cuemu,,1.5035E+17,,
696,1.2.3.4.33.35.38,Fece,{Dathomir},0.51,487,0.487,492,0.492,790,0.79,188,0.269,,,,,,,,,,,,,,,TRUE,2026-01-15 12:52:42.360524+00,,,cuemu,,1.5035E+17,,
697,1.2.3.180.181.195.198,Bimo,{Dathomir},0.382,321,0.321,331,0.473,,,,,90,0.15,113,0.226,370,0.74,,,,,,,,,TRUE,2026-01-15 12:54:19.628443+00,,,cuemu,,1.5035E+17,,
698,1.2.3.4.33.100.103,Nirchto,{Dathomir},0.651,685,0.685,780,0.78,576,0.823,316,0.316,,,,,,,,,,,,,,,TRUE,2026-01-15 12:54:55.324725+00,,,cuemu,,1.5035E+17,,
699,1.2.3.4.33.74.77,Osi,{Dathomir},0.554,493,0.493,621,0.621,498,0.498,606,0.606,,,,,,,,,,,,,,,TRUE,2026-01-15 12:55:24.75522+00,,,cuemu,,1.5035E+17,,
700,1.2.3.180.181.184,Klago,{Dantooine},0.47,306,0.306,302,0.302,,,,,323,0.646,632,0.632,463,0.463,,,,,,,,,TRUE,2026-01-15 13:11:41.83069+00,,,cuemu,,1.5035E+17,,
701,1.2.3.180.181.195.197,Rieldo,{Dantooine},0.569,744,0.744,413,0.59,,,,,218,0.363,178,0.356,397,0.794,,,,,,,,,TRUE,2026-01-15 13:12:34.04593+00,,,cuemu,,1.5035E+17,,
702,1.2.3.180.181.192,Noki,{Yavin},0.492,491,0.491,389,0.389,,,,,278,0.556,196,0.196,827,0.827,,,,,,,,,TRUE,2026-01-15 13:24:25.992959+00,,,cuemu,,1.5035E+17,,
703,1.2.3.180.222.237.247,Vipeo,{Yavin},0.4,544,0.544,566,0.566,,,,,61,0.061,488,0.488,343,0.343,,,,,,,,,TRUE,2026-01-15 13:25:02.234279+00,,,cuemu,,1.5035E+17,,
704,1.2.3.4.33.74.84,Raneada,{Yavin},0.463,268,0.268,680,0.68,320,0.32,584,0.584,,,,,,,,,,,,,,,TRUE,2026-01-15 13:25:34.326786+00,,,cuemu,,1.5035E+17,,
705,1.2.3.4.33.48.58,Katte,{Yavin},0.419,518,0.518,20,0.02,273,0.39,748,0.748,,,,,,,,,,,,,,,TRUE,2026-01-15 13:26:15.805624+00,,,cuemu,,1.5035E+17,,
706,1.2.3.4.33.100.110,Reskae,{Yavin},0.294,357,0.357,188,0.188,183,0.261,369,0.369,,,,,,,,,,,,,,,TRUE,2026-01-15 13:27:06.110606+00,,,cuemu,,1.5035E+17,,
707,1.2.3.180.181.195.205,Etirta,{Yavin},0.387,270,0.27,284,0.406,,,,,204,0.34,303,0.606,157,0.314,,,,,,,,,TRUE,2026-01-15 13:27:30.574657+00,,,cuemu,,1.5035E+17,,
708,1.2.3.180.222.250.260,Todhe,{Yavin},0.297,636,0.636,401,0.401,,,,,193,0.193,135,0.135,120,0.12,,,,,,,,,TRUE,2026-01-15 13:28:03.524414+00,,,cuemu,,1.5035E+17,,
709,1.2.3.4.33.35.45,Gihe,{Yavin},0.558,507,0.507,626,0.626,977,0.977,87,0.124,,,,,,,,,,,,,,,TRUE,2026-01-15 13:28:34.372516+00,,,cuemu,,1.5035E+17,,
710,1.2.3.180.181.195.203,Devispa,{Talus},0.296,28,0.028,461,0.659,,,,,70,0.117,68,0.136,269,0.538,,,,,,,,,TRUE,2026-01-15 13:54:19.697093+00,,,cuemu,,1.5035E+17,,
711,1.2.3.4.33.100.108,Weseiso,{Talus},0.4,289,0.289,930,0.93,47,0.067,312,0.312,,,,,,,,,,,,,,,TRUE,2026-01-15 13:54:44.954502+00,,,cuemu,,1.5035E+17,,
712,1.2.3.4.33.74.82,Debavo,{Talus},0.469,536,0.536,161,0.161,707,0.707,472,0.472,,,,,,,,,,,,,,,TRUE,2026-01-15 13:55:49.942189+00,,,cuemu,,1.5035E+17,,
713,1.2.3.4.33.87.95,Pfeogi,{Talus},0.472,84,0.084,956,0.956,554,0.554,294,0.294,,,,,,,,,,,,,,,TRUE,2026-01-15 13:56:18.340878+00,,,cuemu,,1.5035E+17,,
714,1.2.3.4.33.126.134,Cohy,{Talus},0.566,619,0.619,887,0.887,165,0.165,592,0.592,,,,,,,,,,,,,,,TRUE,2026-01-15 13:56:52.139176+00,,,cuemu,,1.5035E+17,,
715,1.2.3.4.33.35.43,Spafo,{Talus},0.438,627,0.627,455,0.455,624,0.624,31,0.044,,,,,,,,,,,,,,,TRUE,2026-01-15 13:57:16.238782+00,,,cuemu,,1.5035E+17,,
716,1.2.3.4.33.61.69,Stisi,{Talus},0.347,15,0.015,217,0.217,420,0.6,388,0.554,,,,,,,,,,,,,,,TRUE,2026-01-15 13:57:49.727615+00,,,cuemu,,1.5035E+17,,
717,1.2.3.180.222.224.232,Beudi,{Talus},0.403,23,0.023,129,0.129,,,,,658,0.658,640,0.64,565,0.565,,,,,,,,,TRUE,2026-01-15 13:58:27.460035+00,,,cuemu,,1.5035E+17,,
718,1.526.557.565,Houra,{Rori},0.486,616,0.616,357,0.357,,,,,,,,,,,,,,,,,,,TRUE,2026-01-15 15:25:50.551684+00,,,cuemu,,1.71687E+17,,
719,1.526.571.597.627.630.638,Ecle,"{Tatooine,Lok,Corellia,Dantooine,Talus,Yavin,Naboo}",0.773,24,0.024,702,0.877,,,,,908,0.908,781,0.868,883,0.981,639,0.799,687,0.859,694,0.868,,,TRUE,2026-01-15 16:20:30.167682+00,,2026-01-16 09:49:32.065062+00,cuemu,,1.5035E+17,,
720,1.526.571.597.598.616.619,Etedeoide,{Dathomir},0.84,995,0.995,472,0.942,,,,,151,0.873,493,0.86,511,0.892,183,0.792,625,0.97,57,0.396,,,TRUE,2026-01-15 10:54:13.986069+00,,2026-01-16 04:35:47.084714+00,cuemu,,1.5035E+17,,
721,1.526.571.572.575.579,Shoreium,{Endor},0.602,150,0.15,379,0.77,,,647,0.886,,,,,,,,,,,,,,,TRUE,2026-01-15 10:37:48.802338+00,,2026-01-19 02:31:02.313224+00,cuemu,,1.85879E+17,,
722,1.526.571.584.587.596,Veuwesaic,{Endor},0.343,108,0.108,406,0.406,,,515,0.515,,,,,,,,,,,,,,,TRUE,2026-01-15 10:32:42.78332+00,,2026-01-16 09:37:17.313034+00,cuemu,,1.5035E+17,,
723,1.526.527.543.548,Optoso,{Lok},0.458,186,0.186,183,0.183,,,,,529,0.529,719,0.719,673,0.673,,,,,,,,,TRUE,2026-01-15 21:55:29.491679+00,,,cuemu,,1.93478E+17,,
724,1.2.276.277.388.443.445.450,Rohowei,{Lok},0.632,614,0.614,348,0.348,874,0.874,692,0.692,,,,,,,,,,,,,,,TRUE,2026-01-15 21:58:56.695043+00,,,cuemu,,1.93478E+17,,
725,1.526.571.597.627.630.633,Gaveraeate,"{Rori,Corellia,Dantooine,Dathomir,Talus,Yavin,Tatooine,Endor}",0.692,333,0.333,112,0.365,,,,,498,0.877,481,0.908,417,0.787,137,0.446,403,0.937,434,0.882,,,FALSE,2026-01-02 20:33:30.74366+00,,2026-01-16 03:01:35.548401+00,cuemu,,1.5035E+17,,
726,1.526.571.597.598.616.618,Meaca,{Yavin},0.603,33,0.033,383,0.925,,,,,54,0.551,426,0.855,428,0.859,53,0.405,512,0.881,26,0.317,,,TRUE,2026-01-15 08:44:27.689959+00,,2026-01-16 05:02:50.085231+00,cuemu,,1.5035E+17,,
727,1.526.571.597.627.640.649,Tisasis,"{Lok,Corellia,Rori,Naboo,Dantooine,Yavin,Endor,Talus}",0.832,293,0.293,597,0.924,,,,,891,0.927,690,0.907,675,0.887,649,0.879,554,0.901,898,0.934,,,FALSE,2026-01-05 14:15:03.880695+00,,2026-01-16 03:03:52.391209+00,cuemu,,1.5035E+17,,
728,1.526.571.597.627.640.642,Gienoris,"{Endor,Lok,Talus,Dathomir,Yavin,Rori,Tatooine}",0.73,446,0.446,71,0.696,,,,,569,0.995,361,0.97,314,0.844,25,0.216,210,0.792,503,0.879,,,TRUE,2026-01-15 16:23:35.40616+00,,2026-01-16 10:28:20.6104+00,cuemu,,1.5035E+17,,
729,1.2.276.277.388.389.391.401,Foagi,{Yavin},0.559,178,0.178,903,0.903,561,0.561,595,0.595,,,,,,,,,,,,,,,TRUE,2026-01-15 08:39:01.035983+00,,,cuemu,,2.22847E+17,,
730,1.2.276.277.388.443.471.481,Kubi,{Yavin},0.176,445,0.445,122,0.122,67,0.067,50,0.071,,,,,,,,,,,,,,,TRUE,2026-01-15 08:39:52.363468+00,,,cuemu,,2.22847E+17,,
731,1.2.276.277.388.389.417.427,Kigeo,{Yavin},0.256,381,0.381,293,0.293,78,0.078,270,0.27,,,,,,,,,,,,,,,TRUE,2026-01-15 08:42:24.389123+00,,,cuemu,,2.22847E+17,,
732,1.526.557.568,Vakio,{Yavin},0.604,903,0.903,305,0.305,,,,,,,,,,,,,,,,,,,TRUE,2026-01-15 08:43:11.713778+00,,,cuemu,,2.22847E+17,,
733,1.2.276.484.485.500.510,Oto,{Yavin},0.528,469,0.469,340,0.567,,,,,680,0.68,78,0.26,265,0.662,,,,,,,,,TRUE,2026-01-15 08:45:04.418016+00,,,cuemu,,2.22847E+17,,
734,1.526.571.597.598.600,Fawexooism,{Tatooine},0.483,22,0.022,398,0.398,,,,,138,0.23,894,0.894,499,0.499,485,0.606,692,0.692,342,0.526,,,TRUE,2026-01-15 09:16:04.071116+00,,2026-01-15 16:24:47.192611+00,cuemu,,3.38016E+17,,
735,1.526.571.597.598.601.610,Rilaeic,"{Tatooine,Corellia,Talus,Dathomir,Yavin,Endor,Naboo}",0.83,238,0.238,853,0.932,,,,,289,0.87,859,0.957,852,0.931,536,0.807,898,0.964,507,0.939,,,TRUE,2026-01-15 08:02:06.919083+00,,2026-01-16 09:50:33.956534+00,cuemu,,1.5035E+17,,
736,1.526.571.597.598.601.607,Kasosis,"{Corellia,Talus,Dathomir,Yavin,Endor,Naboo,Lok,Tatooine}",0.849,480,0.48,734,0.959,,,,,209,0.986,646,0.9,734,0.959,324,0.764,787,0.969,266,0.771,,,TRUE,2026-01-15 08:01:02.605331+00,,2026-01-16 10:29:01.203894+00,cuemu,,1.5035E+17,,
737,1.526.527.540.541,Giageiic,"{Endor,Rori,Corellia,Dantooine,Dathomir,Yavin,Tatooine,Lok}",0.697,685,0.685,708,0.708,,,,,,,,,,,,,,,,,,,FALSE,2026-01-09 23:58:29.650051+00,,2026-01-19 01:08:28.163135+00,cuemu,,1.85879E+17,,
738,1.526.571.597.598.616.618,Befiopa,"{Corellia,Dantooine,Endor}",0.564,300,0.3,315,0.761,,,,,23,0.235,459,0.922,400,0.803,24,0.183,506,0.871,36,0.439,,,FALSE,2026-01-13 23:20:55.190757+00,,2026-01-19 01:53:22.892317+00,cuemu,,1.85879E+17,,
739,1.526.571.597.627.640.650,Anae,"{Corellia,Dantooine,Endor,Naboo,Rori,Lok}",0.821,30,0.03,652,0.931,,,,,969,0.969,735,0.919,728,0.91,715,0.894,592,0.911,1000,1,,,TRUE,2026-01-16 03:03:23.371919+00,,2026-01-16 10:16:47.43844+00,cuemu,,1.5035E+17,,
740,1.526.571.597.627.640.645,Dimoaha,"{Lok,Dathomir,Yavin,Endor,Rori,Tatooine,Corellia}",0.794,131,0.131,334,0.997,,,,,660,0.893,456,0.846,521,0.967,256,0.668,391,0.942,671,0.908,,,TRUE,2026-01-15 21:45:20.702767+00,,2026-01-20 18:49:39.133663+00,cuemu,,1.85879E+17,,
741,1.2.276.277.278.334.348.357,Ldemo,{Tatooine},0.327,43,0.043,580,0.58,617,0.617,46,0.066,,,,,,,,,,,,,,,TRUE,2026-01-15 09:35:00.610231+00,,,cuemu,,2.22847E+17,,
742,1.2.276.277.388.389.430.439,Otho,{Tatooine},0.499,727,0.727,417,0.417,430,0.43,422,0.422,,,,,,,,,,,,,,,TRUE,2026-01-15 09:37:58.946692+00,,,cuemu,,2.22847E+17,,
743,1.2.276.277.388.389.391.392,Craho,{Corellia},0.558,92,0.092,628,0.628,645,0.645,869,0.869,,,,,,,,,,,,,,,TRUE,2026-01-16 03:29:36.183964+00,,,cuemu,,1.5035E+17,,
744,1.2.276.277.388.443.458.459,Beko,{Corellia},0.493,447,0.447,261,0.261,393,0.393,871,0.871,,,,,,,,,,,,,,,TRUE,2026-01-16 03:30:34.217122+00,,,cuemu,,1.5035E+17,,
745,1.2.3.4.33.74.75,Dasre,{Corellia},0.694,644,0.644,574,0.574,741,0.741,817,0.817,,,,,,,,,,,,,,,TRUE,2026-01-16 03:37:50.654257+00,,,cuemu,,2.22847E+17,,
746,1.2.3.180.222.250.251,Come,{Corellia},0.571,697,0.697,581,0.581,,,,,659,0.659,441,0.441,475,0.475,,,,,,,,,TRUE,2026-01-16 03:38:34.953719+00,,,cuemu,,2.22847E+17,,
747,1.2.3.180.181.183,Tteogeowe,{Corellia},0.475,295,0.295,405,0.405,,,,,131,0.262,968,0.968,447,0.447,,,,,,,,,TRUE,2026-01-16 03:40:37.321095+00,,,cuemu,,2.22847E+17,,
748,1.2.3.4.33.48.49,Ripo,{Corellia},0.42,559,0.559,198,0.198,95,0.136,788,0.788,,,,,,,,,,,,,,,TRUE,2026-01-16 03:41:48.179702+00,,,cuemu,,2.22847E+17,,
749,1.2.3.4.33.100.101,Llupteeki,{Corellia},0.499,660,0.66,43,0.043,408,0.583,710,0.71,,,,,,,,,,,,,,,TRUE,2026-01-16 03:42:42.380627+00,,,cuemu,,2.22847E+17,,
750,1.2.276.277.278.361.362.372,Bebli,{Yavin},0.361,60,0.06,1,0.001,298,0.426,957,0.957,,,,,,,,,,,,,,,TRUE,2026-01-16 05:25:55.830575+00,,,cuemu,,1.5035E+17,,
